LIVRE	NOM	livre
flamands	ADJ	flamand
chargés	VER:pper	charger
de	PRP	de
conclure	VER:infi	conclure
le	DET:ART	le
mariage	NOM	mariage
entre	PRP	entre
le	DET:ART	le
dauphin	NOM	dauphin
et	KON	et
Marguerite	NAM	Marguerite
de	PRP	de
Flandre	NAM	Flandre
,	PUN	,
avait	VER:impf	avoir
fait	VER:pper	faire
son	DET:POS	son
entrée	NOM	entrée
à	PRP	à
Paris	NAM	Paris
,	PUN	,
au	PRP:det	au
grand	ADJ	grand
ennui	NOM	ennui
de	PRP	de
M.	NOM	monsieur
le	DET:ART	le
cardinal	NOM	cardinal
de	PRP	de
Bourbon	NAM	Bourbon
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
pour	PRP	pour
plaire	VER:infi	plaire
au	PRP:det	au
roi	NOM	roi
,	PUN	,
avait	VER:impf	avoir
dû	VER:pper	devoir
faire	VER:infi	faire
bonne	ADJ	bon
mine	NOM	mine
à	PRP	à
toute	PRO:IND	tout
cette	PRO:DEM	ce
rustique	ADJ	rustique
cohue	NOM	cohue
de	PRP	de
bourgmestres	NOM	bourgmestre
flamands	ADJ	flamand
,	PUN	,
et	KON	et
les	PRO:PER	la|le
régaler	VER:infi	régaler
,	PUN	,
en	PRP	en
son	DET:POS	son
hôtel	NOM	hôtel
de	PRP	de
Bourbon	NAM	Bourbon
,	PUN	,
d'	PRP	de
une	DET:ART	un
_moult	NOM	_moult
belle	ADJ	beau
moralité	NOM	moralité
,	PUN	,
sotie	NOM	sotie
et	KON	et
farce_	NOM	farce_
,	PUN	,
tandis	KON	tandis
qu'	KON	que
une	DET:ART	un
pluie	NOM	pluie
battante	ADJ	battant
inondait	VER:impf	inonder
à	PRP	à
sa	DET:POS	son
porte	NOM	porte
ses	DET:POS	son
magnifiques	ADJ	magnifique
tapisseries	NOM	tapisserie
.	SENT	.
Le	DET:ART	le
6	NUM	@card@
janvier	NOM	janvier
,	PUN	,
ce	PRO:DEM	ce
qui	PRO:REL	qui
_mettoit	NOM	_mettoit
en	PRP	en
émotion	NOM	émotion
tout	PRO:IND	tout
le	DET:ART	le
populaire	NOM	populaire
de	PRP	de
Paris_	NOM	Paris_
,	PUN	,
comme	ADV	comme
dit	VER:pper	dire
Jehan	NAM	Jehan
de	PRP	de
Troyes	NAM	Troyes
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
double	ADJ	double
solennité	NOM	solennité
,	PUN	,
réunie	VER:pper	réunir
depuis	PRP	depuis
un	DET:ART	un
temps	NOM	temps
immémorial	ADJ	immémorial
,	PUN	,
du	PRP:det	du
jour	NOM	jour
des	PRP:det	du
Rois	NAM	Rois
et	KON	et
de	PRP	de
la	DET:ART	le
Fête	NOM	fête
des	PRP:det	du
Fous	NAM	Fous
.	SENT	.
Ce	PRO:DEM	ce
jour-là	NOM	jour-là
,	PUN	,
il	PRO:PER	il
devait	VER:impf	devoir
y	PRO:PER	y
avoir	VER:infi	avoir
feu	NOM	feu
de	PRP	de
joie	NOM	joie
à	PRP	à
la	DET:ART	le
Grève	NAM	Grève
,	PUN	,
plantation	NOM	plantation
de	PRP	de
mai	NOM	mai
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
de	PRP	de
Braque	NAM	Braque
et	KON	et
mystère	NOM	mystère
au	PRP:det	au
Palais	NAM	Palais
de	PRP	de
Justice	NAM	Justice
.	SENT	.
Le	DET:ART	le
cri	NOM	cri
en	PRO:PER	en
avait	VER:impf	avoir
été	VER:pper	être
fait	VER:pres	faire
la	DET:ART	le
veille	NOM	veille
à	PRP	à
son	NOM	son
de	PRP	de
trompe	NOM	trompe
dans	PRP	dans
les	DET:ART	le
carrefours	NOM	carrefour
,	PUN	,
par	PRP	par
les	DET:ART	le
gens	NOM	gens
de	PRP	de
M.	NOM	monsieur
le	DET:ART	le
prévôt	NOM	prévôt
,	PUN	,
en	PRP	en
beaux	ADJ	beau
hoquetons	NOM	hoqueton
de	PRP	de
camelot	NOM	camelot
violet	ADJ	violet
,	PUN	,
avec	PRP	avec
de	PRP	de
grandes	ADJ	grand
croix	NOM	croix
blanches	ADJ	blanc
sur	PRP	sur
la	DET:ART	le
poitrine	NOM	poitrine
.	SENT	.
La	DET:ART	le
foule	NOM	foule
des	PRP:det	du
bourgeois	NOM	bourgeois
et	KON	et
des	PRP:det	du
bourgeoises	NOM	bourgeois
s'	PRO:PER	se
acheminait	VER:impf	acheminer
donc	ADV	donc
de	PRP	de
toutes	PRO:IND	tout
parts	NOM	part
dès	PRP	dès
le	DET:ART	le
matin	NOM	matin
,	PUN	,
maisons	NOM	maison
et	KON	et
boutiques	NOM	boutique
fermées	VER:pper	fermer
,	PUN	,
vers	PRP	vers
l'	DET:ART	le
un	NOM	un
des	PRP:det	du
trois	NUM	trois
endroits	NOM	endroit
désignés	VER:pper	désigner
.	SENT	.
Chacun	PRO:IND	chacun
avait	VER:impf	avoir
pris	VER:pper	prendre
parti	VER:pper	partir
,	PUN	,
qui	PRO:REL	qui
pour	PRP	pour
le	DET:ART	le
feu	NOM	feu
de	PRP	de
joie	NOM	joie
,	PUN	,
qui	PRO:REL	qui
pour	PRP	pour
le	DET:ART	le
mai	NOM	mai
,	PUN	,
qui	PRO:REL	qui
pour	PRP	pour
le	DET:ART	le
mystère	NOM	mystère
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
dire	VER:infi	dire
,	PUN	,
à	PRP	à
l'	DET:ART	le
éloge	NOM	éloge
de	PRP	de
l'	DET:ART	le
antique	ADJ	antique
bon	ADJ	bon
sens	NOM	sen|sens
des	PRP:det	du
badauds	NOM	badaud
de	PRP	de
Paris	NAM	Paris
,	PUN	,
que	KON	que
la	DET:ART	le
plus	ADV	plus
grande	ADJ	grand
partie	NOM	partie
de	PRP	de
cette	PRO:DEM	ce
foule	NOM	foule
se	PRO:PER	se
dirigeait	VER:impf	diriger
vers	PRP	vers
le	DET:ART	le
feu	NOM	feu
de	PRP	de
joie	NOM	joie
,	PUN	,
lequel	PRO:REL	lequel
était	VER:impf	être
tout	ADV	tout
à	PRP	à
fait	NOM	fait
de	PRP	de
saison	NOM	saison
,	PUN	,
ou	KON	ou
vers	PRP	vers
le	DET:ART	le
mystère	NOM	mystère
,	PUN	,
qui	PRO:REL	qui
devait	VER:impf	devoir
être	VER:infi	être
représenté	VER:pper	représenter
dans	PRP	dans
la	DET:ART	le
grand-salle	NOM	grand-salle
du	PRP:det	du
Palais	NAM	Palais
bien	ADV	bien
couverte	VER:pper	couvrir
et	KON	et
bien	ADV	bien
close	VER:pper	clore
,	PUN	,
et	KON	et
que	KON	que
les	DET:ART	le
curieux	NOM	curieux
s'	PRO:PER	se
accordaient	VER:impf	accorder
à	PRP	à
laisser	VER:infi	laisser
le	DET:ART	le
pauvre	ADJ	pauvre
mai	NOM	mai
mal	ADV	mal
fleuri	VER:pper	fleurir
grelotter	VER:infi	grelotter
tout	ADV	tout
seul	ADJ	seul
sous	PRP	sous
le	DET:ART	le
ciel	NOM	ciel
de	PRP	de
janvier	NOM	janvier
dans	PRP	dans
le	DET:ART	le
cimetière	NOM	cimetière
de	PRP	de
la	DET:ART	le
chapelle	NOM	chapelle
de	PRP	de
Braque	NAM	Braque
.	SENT	.
Le	DET:ART	le
peuple	NOM	peuple
affluait	VER:impf	affluer
surtout	ADV	surtout
dans	PRP	dans
les	DET:ART	le
avenues	NOM	avenue
du	PRP:det	du
Palais	NAM	Palais
de	PRP	de
Justice	NAM	Justice
,	PUN	,
parce	KON	parce
qu'	PRO:REL	que
on	PRO:PER	on
savait	VER:impf	savoir
que	KON	que
les	DET:ART	le
ambassadeurs	NOM	ambassadeur
flamands	ADJ	flamand
,	PUN	,
arrivés	VER:pper	arriver
de	PRP	de
la	DET:ART	le
surveille	NOM	surveille
,	PUN	,
se	PRO:PER	se
proposaient	VER:impf	proposer
d'	PRP	de
assister	VER:infi	assister
à	PRP	à
la	DET:ART	le
représentation	NOM	représentation
du	PRP:det	du
mystère	NOM	mystère
et	KON	et
à	PRP	à
l'	DET:ART	le
élection	NOM	élection
du	PRP:det	du
pape	NOM	pape
des	PRP:det	du
fous	NOM	fou
,	PUN	,
laquelle	PRO:REL	lequel
devait	VER:impf	devoir
se	PRO:PER	se
faire	VER:infi	faire
également	ADV	également
dans	PRP	dans
la	DET:ART	le
grand-salle	NOM	grand-salle
.	SENT	.
Ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
chose	NOM	chose
aisée	ADJ	aisé
de	PRP	de
pénétrer	VER:infi	pénétrer
ce	PRO:DEM	ce
jour-là	NOM	jour-là
dans	PRP	dans
cette	PRO:DEM	ce
grand-salle	NOM	grand-salle
,	PUN	,
réputée	VER:pper	réputer
cependant	ADV	cependant
alors	ADV	alors
la	DET:ART	le
plus	ADV	plus
grande	ADJ	grand
enceinte	NOM	enceinte
couverte	ADJ	couvert
qui	PRO:REL	qui
fût	VER:subi	être
au	PRP:det	au
monde	NOM	monde
(	PUN	(
il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
Sauval	NAM	Sauval
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
encore	ADV	encore
mesuré	VER:pper	mesurer
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
du	PRP:det	du
château	NOM	château
de	PRP	de
Montargis[2	NAM	Montargis[2
]	PUN	]
)	PUN	)
.	SENT	.
La	DET:ART	le
place	NOM	place
du	PRP:det	du
Palais	NAM	Palais
,	PUN	,
encombrée	VER:pper	encombrer
de	PRP	de
peuple	NOM	peuple
,	PUN	,
offrait	VER:impf	offrir
aux	PRP:det	au
curieux	ADJ	curieux
des	PRP:det	du
fenêtres	NOM	fenêtre
l'	DET:ART	le
aspect	NOM	aspect
d'	PRP	de
une	DET:ART	un
mer	NOM	mer
,	PUN	,
dans	PRP	dans
laquelle	PRO:REL	lequel
cinq	NUM	cinq
ou	KON	ou
six	NUM	six
rues	NOM	rue
,	PUN	,
comme	ADV	comme
autant	ADV	autant
d'	PRP	de
embouchures	NOM	embouchure
de	PRP	de
fleuves	NOM	fleuve
,	PUN	,
dégorgeaient	VER:impf	dégorger
à	PRP	à
chaque	PRO:IND	chaque
instant	NOM	instant
de	PRP	de
nouveaux	ADJ	nouveau
flots	NOM	flot
de	PRP	de
têtes	NOM	tête
.	SENT	.
Les	DET:ART	le
ondes	NOM	onde
de	PRP	de
cette	PRO:DEM	ce
foule	NOM	foule
,	PUN	,
sans	PRP	sans
cesse	NOM	cesse
grossies	VER:pper	grossir
,	PUN	,
se	PRO:PER	se
heurtaient	VER:impf	heurter
aux	PRP:det	au
angles	NOM	angle
des	PRP:det	du
maisons	NOM	maison
qui	PRO:REL	qui
s'	PRO:PER	se
avançaient	VER:impf	avancer
çà	ADV	çà
et	KON	et
là	ADV	là
,	PUN	,
comme	ADV	comme
autant	ADV	autant
de	PRP	de
promontoires	NOM	promontoire
,	PUN	,
dans	PRP	dans
le	DET:ART	le
bassin	NOM	bassin
irrégulier	ADJ	irrégulier
de	PRP	de
la	DET:ART	le
place	NOM	place
.	SENT	.
Au	PRP:det	au
centre	NOM	centre
de	PRP	de
la	DET:ART	le
haute	ADJ	haut
façade	NOM	façade
gothique[3	ADJ	gothique[3
]	PUN	]
du	PRP:det	du
Palais	NAM	Palais
,	PUN	,
le	DET:ART	le
grand	ADJ	grand
escalier	NOM	escalier
,	PUN	,
sans	PRP	sans
relâche	NOM	relâche
remonté	VER:pper	remonter
et	KON	et
descendu	VER:pper	descendre
par	PRP	par
un	DET:ART	un
double	ADJ	double
courant	NOM	courant
qui	PRO:REL	qui
,	PUN	,
après	PRP	après
s'	PRO:PER	se
être	VER:infi	être
brisé	VER:pper	briser
sous	PRP	sous
le	DET:ART	le
perron	NOM	perron
intermédiaire	ADJ	intermédiaire
,	PUN	,
s'	PRO:PER	se
épandait	VER:impf	épandre
à	PRP	à
larges	ADJ	large
vagues	NOM	vague
sur	PRP	sur
ses	DET:POS	son
deux	NUM	deux
pentes	NOM	pente
latérales	ADJ	latéral
,	PUN	,
le	DET:ART	le
grand	ADJ	grand
escalier	NOM	escalier
,	PUN	,
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
ruisselait	VER:impf	ruisseler
incessamment	ADV	incessamment
dans	PRP	dans
la	DET:ART	le
place	NOM	place
comme	KON	comme
une	DET:ART	un
cascade	NOM	cascade
dans	PRP	dans
un	DET:ART	un
lac	NOM	lac
.	SENT	.
Les	DET:ART	le
cris	NOM	cri
,	PUN	,
les	DET:ART	le
rires	NOM	rire
,	PUN	,
le	DET:ART	le
trépignement	NOM	trépignement
de	PRP	de
ces	PRO:DEM	ce
mille	NUM	mille
pieds	NOM	pied
faisaient	VER:impf	faire
un	DET:ART	un
grand	ADJ	grand
bruit	NOM	bruit
et	KON	et
une	DET:ART	un
grande	ADJ	grand
clameur	NOM	clameur
.	SENT	.
De	PRP	de
temps	NOM	temps
en	PRP	en
temps	NOM	temps
cette	PRO:DEM	ce
clameur	NOM	clameur
et	KON	et
ce	PRO:DEM	ce
bruit	NOM	bruit
redoublaient	VER:impf	redoubler
,	PUN	,
le	DET:ART	le
courant	NOM	courant
qui	PRO:REL	qui
poussait	VER:impf	pousser
toute	ADV	toute
cette	PRO:DEM	ce
foule	NOM	foule
vers	PRP	vers
le	DET:ART	le
grand	ADJ	grand
escalier	NOM	escalier
rebroussait	VER:impf	rebrousser
,	PUN	,
se	PRO:PER	se
troublait	VER:impf	troubler
,	PUN	,
tourbillonnait	VER:impf	tourbillonner
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
une	DET:ART	un
bourrade	NOM	bourrade
d'	PRP	de
un	DET:ART	un
archer	NOM	archer
ou	KON	ou
le	DET:ART	le
cheval	NOM	cheval
d'	PRP	de
un	DET:ART	un
sergent	NOM	sergent
de	PRP	de
la	DET:ART	le
prévôté	NOM	prévôté
qui	PRO:REL	qui
ruait	VER:impf	ruer
pour	PRP	pour
rétablir	VER:infi	rétablir
l'	DET:ART	le
ordre	NOM	ordre
;	PUN	;
admirable	ADJ	admirable
tradition	NOM	tradition
que	KON	que
la	DET:ART	le
prévôté	NOM	prévôté
a	VER:pres	avoir
léguée	VER:pper	léguer
à	PRP	à
la	DET:ART	le
connétablie	NOM	connétablie
,	PUN	,
la	DET:ART	le
connétablie	NOM	connétablie
à	PRP	à
la	DET:ART	le
maréchaussée	NOM	maréchaussée
,	PUN	,
et	KON	et
la	DET:ART	le
maréchaussée	NOM	maréchaussée
à	PRP	à
notre	DET:POS	notre
gendarmerie	NOM	gendarmerie
de	PRP	de
Paris	NAM	Paris
.	SENT	.
Aux	PRP:det	au
portes	NOM	porte
,	PUN	,
aux	PRP:det	au
fenêtres	NOM	fenêtre
,	PUN	,
aux	PRP:det	au
lucarnes	NOM	lucarne
,	PUN	,
sur	PRP	sur
les	DET:ART	le
toits	NOM	toit
,	PUN	,
fourmillaient	VER:impf	fourmiller
des	PRP:det	du
milliers	NOM	millier
de	PRP	de
bonnes	ADJ	bon
figures	NOM	figure
bourgeoises	ADJ	bourgeois
,	PUN	,
calmes	ADJ	calme
et	KON	et
honnêtes	ADJ	honnête
,	PUN	,
regardant	VER:ppre	regarder
le	DET:ART	le
palais	NOM	palais
,	PUN	,
regardant	VER:ppre	regarder
la	DET:ART	le
cohue	NOM	cohue
,	PUN	,
et	KON	et
n'	ADV	ne
en	PRP	en
demandant	VER:ppre	demander
pas	ADV	pas
davantage	ADV	davantage
;	PUN	;
car	KON	car
bien	ADV	bien
des	PRP:det	du
gens	NOM	gens
à	PRP	à
Paris	NAM	Paris
se	PRO:PER	se
contentent	VER:pres	contenter
du	PRP:det	du
spectacle	NOM	spectacle
des	PRP:det	du
spectateurs	NOM	spectateur
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
déjà	ADV	déjà
pour	PRP	pour
nous	PRO:PER	nous
une	DET:ART	un
chose	NOM	chose
très	ADV	très
curieuse	ADJ	curieux
qu'	KON	que
une	DET:ART	un
muraille	NOM	muraille
derrière	PRP	derrière
laquelle	PRO:REL	lequel
il	PRO:PER	il
se	PRO:PER	se
passe	VER:pres	passer
quelque	PRO:IND	quelque
chose	NOM	chose
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
pouvait	VER:impf	pouvoir
nous	PRO:PER	nous
être	VER:infi	être
donné	VER:pper	donner
à	PRP	à
nous	PRO:PER	nous
,	PUN	,
hommes	NOM	homme
de	PRP	de
1830	NUM	@card@
,	PUN	,
de	PRP	de
nous	PRO:PER	nous
mêler	VER:infi	mêler
en	PRP	en
pensée	NOM	pensée
à	PRP	à
ces	PRO:DEM	ce
Parisiens	NOM	parisien
du	PRP:det	du
quinzième	NUM	quinzième
siècle	NOM	siècle
et	KON	et
d'	PRP	de
entrer	VER:infi	entrer
avec	PRP	avec
eux	PRO:PER	eux
,	PUN	,
tiraillés	VER:pper	tirailler
,	PUN	,
coudoyés	VER:pper	coudoyer
,	PUN	,
culbutés	VER:pper	culbuter
,	PUN	,
dans	PRP	dans
cette	PRO:DEM	ce
immense	ADJ	immense
salle	NOM	salle
du	PRP:det	du
Palais	NAM	Palais
,	PUN	,
si	ADV	si
étroite	ADJ	étroit
le	DET:ART	le
6	NUM	@card@
janvier	NOM	janvier
1482	NUM	@card@
,	PUN	,
le	DET:ART	le
spectacle	NOM	spectacle
ne	ADV	ne
serait	VER:cond	être
ni	KON	ni
sans	PRP	sans
intérêt	NOM	intérêt
ni	KON	ni
sans	PRP	sans
charme	NOM	charme
,	PUN	,
et	KON	et
nous	PRO:PER	nous
n'	ADV	ne
aurions	VER:cond	avoir
autour	ADV	autour
de	PRP	de
nous	PRO:PER	nous
que	KON	que
des	PRP:det	du
choses	NOM	chose
si	ADV	si
vieilles	ADJ	vieux
qu'	KON	que
elles	PRO:PER	elle
nous	PRO:PER	nous
sembleraient	VER:cond	sembler
toutes	PRO:IND	tout
neuves	NOM	neuf
.	SENT	.
Si	KON	si
le	DET:ART	le
lecteur	NOM	lecteur
y	PRO:PER	y
consent	VER:pres	consentir
,	PUN	,
nous	PRO:PER	nous
essaierons	VER:futu	essayer
de	PRP	de
retrouver	VER:infi	retrouver
par	PRP	par
la	DET:ART	le
pensée	NOM	pensée
l'	DET:ART	le
impression	NOM	impression
qu'	PRO:REL	que
il	PRO:PER	il
eût	VER:subi	avoir
éprouvée	VER:pper	éprouver
avec	PRP	avec
nous	PRO:PER	nous
en	PRP	en
franchissant	VER:ppre	franchir
le	DET:ART	le
seuil	NOM	seuil
de	PRP	de
cette	PRO:DEM	ce
grand-salle	NOM	grand-salle
au	PRP:det	au
milieu	NOM	milieu
de	PRP	de
cette	PRO:DEM	ce
cohue	NOM	cohue
en	PRP	en
surcot	NOM	surcot
,	PUN	,
en	PRP	en
hoqueton	NOM	hoqueton
et	KON	et
en	PRP	en
cotte-hardie	NOM	cotte-hardie
.	SENT	.
Et	KON	et
d'abord	ADV	d'abord
,	PUN	,
bourdonnement	NOM	bourdonnement
dans	PRP	dans
les	DET:ART	le
oreilles	NOM	oreille
,	PUN	,
éblouissement	NOM	éblouissement
dans	PRP	dans
les	DET:ART	le
yeux	NOM	œil
.	SENT	.
Au-dessus	ADV	au-dessus
de	PRP	de
nos	DET:POS	notre
têtes	NOM	tête
une	DET:ART	un
double	ADJ	double
voûte	NOM	voûte
en	PRP	en
ogive	NOM	ogive
,	PUN	,
lambrissée	VER:pper	lambrisser
en	PRP	en
sculptures	NOM	sculpture
de	PRP	de
bois	NOM	bois
,	PUN	,
peinte	VER:pper	peindre
d'	PRP	de
azur	NOM	azur
,	PUN	,
fleurdelysée	VER:pper	fleurdelysée
en	PRP	en
or	NOM	or
;	PUN	;
sous	PRP	sous
nos	DET:POS	notre
pieds	NOM	pied
,	PUN	,
un	DET:ART	un
pavé	NOM	pavé
alternatif	ADJ	alternatif
de	PRP	de
marbre	NOM	marbre
blanc	ADJ	blanc
et	KON	et
noir	ADJ	noir
.	SENT	.
À	PRP	à
quelques	PRO:IND	quelque
pas	NOM	pas
de	PRP	de
nous	PRO:PER	nous
,	PUN	,
un	DET:ART	un
énorme	ADJ	énorme
pilier	NOM	pilier
,	PUN	,
puis	ADV	puis
un	DET:ART	un
autre	ADJ	autre
,	PUN	,
puis	ADV	puis
un	DET:ART	un
autre	ADJ	autre
;	PUN	;
en	PRP	en
tout	ADV	tout
sept	NUM	sept
piliers	NOM	pilier
dans	PRP	dans
la	DET:ART	le
longueur	NOM	longueur
de	PRP	de
la	DET:ART	le
salle	NOM	salle
,	PUN	,
soutenant	VER:ppre	soutenir
au	PRP:det	au
milieu	NOM	milieu
de	PRP	de
sa	DET:POS	son
largeur	NOM	largeur
les	DET:ART	le
retombées	NOM	retombée
de	PRP	de
la	DET:ART	le
double	ADJ	double
voûte	NOM	voûte
.	SENT	.
Autour	ADV	autour
des	PRP:det	du
quatre	NUM	quatre
premiers	NUM	premier
piliers	NOM	pilier
,	PUN	,
des	PRP:det	du
boutiques	NOM	boutique
de	PRP	de
marchands	NOM	marchand
,	PUN	,
tout	ADV	tout
étincelantes	ADJ	étincelant
de	PRP	de
verre	NOM	verre
et	KON	et
de	PRP	de
clinquants	NOM	clinquant
;	PUN	;
autour	ADV	autour
des	PRP:det	du
trois	NUM	trois
derniers	NOM	dernier
,	PUN	,
des	PRP:det	du
bancs	NOM	banc
de	PRP	de
bois	NOM	bois
de	PRP	de
chêne	NOM	chêne
,	PUN	,
usés	ADJ	usé
et	KON	et
polis	VER:pper	polir
par	PRP	par
le	DET:ART	le
haut-de-chausses	NOM	haut-de-chausses
des	PRP:det	du
plaideurs	NOM	plaideur
et	KON	et
la	DET:ART	le
robe	NOM	robe
des	PRP:det	du
procureurs	NOM	procureur
.	SENT	.
À	PRP	à
l'	DET:ART	le
entour	NOM	entour
de	PRP	de
la	DET:ART	le
salle	NOM	salle
,	PUN	,
le	DET:ART	le
long	NOM	long
de	PRP	de
la	DET:ART	le
haute	ADJ	haut
muraille	NOM	muraille
,	PUN	,
entre	PRP	entre
les	DET:ART	le
portes	NOM	porte
,	PUN	,
entre	PRP	entre
les	DET:ART	le
croisées	NOM	croisée
,	PUN	,
entre	PRP	entre
les	DET:ART	le
piliers	NOM	pilier
,	PUN	,
l'	DET:ART	le
interminable	ADJ	interminable
rangée	NOM	rangée
des	PRP:det	du
statues	NOM	statue
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
rois	NOM	roi
de	PRP	de
France	NAM	France
depuis	PRP	depuis
Pharamond	NAM	Pharamond
;	PUN	;
les	DET:ART	le
rois	NOM	roi
fainéants	ADJ	fainéant
,	PUN	,
les	DET:ART	le
bras	NOM	bras
pendants	ADJ	pendant
et	KON	et
les	DET:ART	le
yeux	NOM	œil
baissés	VER:pper	baisser
;	PUN	;
les	DET:ART	le
rois	NOM	roi
vaillants	ADJ	vaillant
et	KON	et
bataillards	ADJ	bataillard
,	PUN	,
la	DET:ART	le
tête	NOM	tête
et	KON	et
les	DET:ART	le
mains	NOM	main
hardiment	ADV	hardiment
levées	VER:pper	lever
au	PRP:det	au
ciel	NOM	ciel
.	SENT	.
Puis	ADV	puis
,	PUN	,
aux	PRP:det	au
longues	ADJ	longue
fenêtres	NOM	fenêtre
ogives	NOM	ogive
,	PUN	,
des	PRP:det	du
vitraux	NOM	vitrail
de	PRP	de
mille	NUM	mille
couleurs	NOM	couleur
;	PUN	;
aux	PRP:det	au
larges	NOM	large
issues	ADJ	issu
de	PRP	de
la	DET:ART	le
salle	NOM	salle
,	PUN	,
de	PRP	de
